contig,pos,a,b,fst
Contig412716,6129,0.037,0.215,0.171296296296296
Contig412716,6140,0.031,0.283,0.109154929577465
Contig412716,6143,0,0.009,0
Contig4128,3650,0.001,0.04,0.024390243902439
Contig41305,4246,0.001,0.035,0.0277777777777778
Contig4133,2703,0.093,0.374,0.248
Contig4133,2705,-0.001,0.284,-0.00350877192982456
Contig4133,2706,-0.001,0.284,-0.00350877192982456
Contig4133,2712,0.001,0.026,0.037037037037037
Contig4133,2713,0.006,0.279,0.0214285714285714
Contig4133,2725,0,0.009,0
Contig41382,316,0.017,0.287,0.0590277777777778
Contig41382,321,0.017,0.287,0.0590277777777778
Contig41387,22866,0,0.076,0
Contig41387,22877,0,0.015,0
Contig41407,5679,0,0.018,0
Contig41417,5386,-0.001,0.5,-0.00199600798403194
Contig41417,5398,0.001,0.034,0.0285714285714286
Contig41417,5404,0,0.007,0
Contig41417,5406,0,0.007,0
Contig41469,7165,0.035,0.285,0.122377622377622
Contig41469,7174,0.004,0.144,0.0275862068965517
Contig41484,1392,0.008,0.227,0.0350877192982456
Contig41527,2034,0.002,0.061,0.032258064516129
Contig41527,2036,0.001,0.13,0.00763358778625954
Contig41530,10903,0.029,0.485,0.0596707818930041
Contig41559,12640,0.001,0.108,0.00917431192660551
Contig415894,372,0,0.093,0
Contig4162,5120,0,0.009,0
Contig4162,5123,0,0.008,0
Contig4162,5130,0,0.008,0
Contig41637,6950,0.013,0.132,0.0977443609022556
Contig4168,534,0,0.112,0
Contig4168,542,0,0.112,0
Contig41697,19828,0.243,0.608,0.399014778325123
Contig41780,3888,0.006,0.278,0.021505376344086
Contig41835,9319,0.008,0.244,0.0326530612244898
Contig41835,11076,0.001,0.035,0.0277777777777778
Contig41893,7889,0,0.009,0
Contig41965,6130,0.011,0.406,0.027027027027027
Contig42011,1695,0.008,0.173,0.0459770114942529
Contig42047,2909,0.001,0.5,0.00199600798403194
Contig42047,3927,0,0.018,0
Contig4205,4405,0.007,0.088,0.0786516853932584
Contig4205,4426,0.018,0.435,0.0412844036697248
Contig42157,9907,0.001,0.035,0.0277777777777778
Contig42159,3826,0,0.055,0
Contig42164,628,0.006,0.232,0.0257510729613734
Contig42164,1574,0.043,0.323,0.132716049382716
Contig42170,26332,0,0.017,0
Contig42187,17192,-0.002,0.405,-0.00492610837438424
Contig42187,17197,0.001,0.053,0.0185185185185185
Contig42187,35486,0,0.034,0
Contig42187,35493,0,0.034,0
Contig4221,3441,0.067,0.494,0.135353535353535
Contig42218,1458,0.017,0.161,0.104938271604938
Contig42259,8497,0.001,0.1,0.0099009900990099
Contig42259,8823,0.006,0.098,0.0606060606060606
Contig42259,8825,0,0.022,0
Contig42280,899,0,0.053,0
Contig42291,601,0.001,0.028,0.0344827586206897
Contig42291,618,0.001,0.041,0.0238095238095238
Contig42306,25209,0.014,0.223,0.0625
Contig42328,3577,0.003,0.066,0.0447761194029851
Contig42328,3595,0.043,0.277,0.154676258992806
Contig42337,9228,-0.001,0.175,-0.00568181818181818
Contig42337,9241,0.006,0.179,0.0333333333333333
Contig42395,4959,0.007,0.088,0.0786516853932584
Contig42401,12172,0,0.016,0
Contig42401,12182,0,0.037,0
Contig42401,12188,0.002,0.407,0.00490196078431373
Contig42415,2944,0.004,0.118,0.0336134453781513
Contig42415,2947,0.001,0.032,0.0303030303030303
Contig42415,11190,0.015,0.123,0.120967741935484
Contig42415,11191,-0.001,0.412,-0.00242130750605327
Contig42415,11194,0.003,0.053,0.0555555555555556
Contig42417,318,0.17,0.586,0.289608177172061
Contig42417,340,0,0.01,0
Contig42441,28784,0.026,0.455,0.0570175438596491
Contig42447,11464,0.003,0.057,0.0517241379310345
Contig42447,11471,0.002,0.045,0.0434782608695652
Contig42451,2791,0.019,0.14,0.134751773049645
Contig42451,2792,0.024,0.324,0.0738461538461538
Contig42451,2799,0,0.035,0
Contig42451,2811,0.033,0.198,0.165829145728643
Contig42493,12302,0.005,0.07,0.0704225352112676
Contig42496,4692,0.055,0.29,0.189003436426117
Contig42496,4718,0.106,0.553,0.191335740072202
Contig42546,13754,0.002,0.051,0.0384615384615385
Contig42553,7752,0.012,0.159,0.075
Contig42578,3166,0.058,0.512,0.113060428849903
Contig42579,4900,0.003,0.055,0.0535714285714286
Contig42590,30670,-0.001,0.317,-0.00314465408805031
Contig42610,17516,0,0.002,0
Contig42640,3712,0.098,0.392,0.249363867684478
Contig426584,672,0.002,0.061,0.032258064516129
Contig42660,4850,0.06,0.246,0.242914979757085
Contig42688,1586,0.067,0.26,0.256704980842912
Contig42692,9511,0.063,0.403,0.155940594059406
Contig42700,7355,0.003,0.052,0.0566037735849057
Contig42700,7357,0.003,0.054,0.0545454545454545
Contig42731,16250,0,0.021,0
Contig427469,1675,0.025,0.161,0.154320987654321
Contig42802,4909,-0.002,0.425,-0.00469483568075117
Contig42835,15960,0,0.009,0
Contig42870,1221,0.014,0.196,0.0710659898477157
Contig42870,12254,0.003,0.053,0.0555555555555556
Contig42877,13184,0.023,0.486,0.0472279260780287
Contig42901,20584,0,0.01,0
Contig42901,20586,0,0.009,0
Contig42911,2058,0.032,0.181,0.175824175824176
Contig42911,2059,0.035,0.189,0.184210526315789
Contig42962,4757,0.001,0.024,0.04
Contig42962,4760,0,0.02,0
Contig42962,4770,0,0.019,0
Contig42962,4775,0.076,0.315,0.240506329113924
Contig4297,6565,0.002,0.41,0.0048661800486618
Contig42980,3748,0.002,0.147,0.0135135135135135
Contig42990,500,0.005,0.071,0.0694444444444444
Contig42990,502,0.01,0.134,0.0740740740740741
Contig42992,11331,0,0.009,0
Contig43015,7179,0,0.107,0
Contig43024,5246,-0.002,0.482,-0.0041407867494824
Contig43024,5264,0.002,0.046,0.0425531914893617
Contig43080,8036,0.001,0.211,0.00471698113207547
Contig43099,3872,0.011,0.107,0.101851851851852
Contig43099,3894,0,0.076,0
Contig43114,11988,0.005,0.094,0.0526315789473684
Contig43152,2740,0.047,0.246,0.190283400809717
Contig4319,12546,0.026,0.406,0.0638820638820639
Contig43197,8556,0.001,0.117,0.00847457627118644
Contig43197,8559,0.005,0.284,0.0175438596491228
Contig432084,963,0.115,0.517,0.222007722007722
Contig43224,7662,-0.001,0.375,-0.00265957446808511
Contig43246,1050,0.021,0.306,0.0684039087947883
Contig43258,57,0.087,0.44,0.197278911564626
Contig43266,12854,0,0.003,0
Contig43266,12859,0,0.003,0
Contig43286,17801,0.012,0.323,0.037037037037037
Contig433,38529,0,0.026,0
Contig43354,6897,0.001,0.064,0.0153846153846154
Contig43360,1059,0.002,0.044,0.0444444444444444
Contig43360,1068,0.001,0.027,0.0357142857142857
Contig433676,1838,0.044,0.224,0.195555555555556
Contig43384,984,0.005,0.096,0.0515463917525773
Contig43384,994,0,0.009,0
Contig43387,1876,0,0.009,0
Contig434,9020,0.001,0.035,0.0277777777777778
Contig434,9032,0.012,0.334,0.0358208955223881
Contig43403,13214,0.006,0.079,0.075
Contig43408,10170,0.001,0.035,0.0277777777777778
Contig43411,6092,0,0.06,0
Contig43411,6098,0.009,0.483,0.0185950413223141
Contig4343,3020,0.076,0.367,0.206521739130435
Contig4343,3037,0.001,0.037,0.0263157894736842
Contig43450,11415,0.072,0.429,0.167441860465116
Contig43450,11418,0,0.035,0
Contig43459,2130,0.008,0.111,0.0714285714285714
Contig435,9550,0.003,0.054,0.0545454545454545
Contig43532,4121,0,0.008,0
Contig43533,25980,0.001,0.033,0.0294117647058824
Contig43549,12806,-0.002,0.408,-0.00488997555012225
Contig43574,3303,0.001,0.483,0.00206611570247934
Contig43574,3305,0.001,0.483,0.00206611570247934
Contig43601,3069,-0.001,0.162,-0.00613496932515337
Contig43601,3076,-0.001,0.169,-0.00588235294117647
Contig43620,2531,-0.001,0.227,-0.0043859649122807
Contig43620,2548,0.001,0.261,0.00381679389312977
Contig43620,2551,0.001,0.296,0.00336700336700337
Contig43656,1324,0.012,0.145,0.0821917808219178
Contig43660,3717,0,0.02,0
Contig43660,3722,0,0.116,0
Contig43660,3732,0.03,0.332,0.0900900900900901
Contig43703,4262,0.003,0.498,0.00601202404809619
Contig43720,15733,0.011,0.121,0.0901639344262295
Contig43737,2151,0.035,0.488,0.0715746421267894
Contig43737,2172,0.053,0.294,0.179661016949153
Contig43747,12635,0,0.094,0
Contig43747,12650,0.041,0.308,0.132686084142395
Contig43747,12651,0.016,0.127,0.125
Contig43747,12656,0,0.016,0
Contig437756,307,0.002,0.08,0.0246913580246914
Contig437756,309,0,0.203,0
Contig437756,320,0,0.203,0
Contig43783,10649,0.003,0.097,0.0306122448979592
Contig43815,8126,0.005,0.372,0.0134048257372654
Contig43815,8135,0,0.019,0
Contig43815,8148,0.015,0.127,0.1171875
Contig43815,8150,0.003,0.176,0.0169491525423729
Contig43865,16234,0.055,0.395,0.138888888888889
Contig43940,435,0.059,0.373,0.157754010695187
Contig43940,449,0,0.009,0
Contig43950,6569,0.082,0.51,0.160469667318982
Contig43955,22852,0.02,0.205,0.0970873786407767
Contig43955,22858,0,0.009,0
Contig43967,7648,0.021,0.405,0.0517241379310345
Contig43993,18649,0,0.004,0
Contig43999,4451,0,0.47,0
Contig44002,22953,0.002,0.044,0.0444444444444444
Contig44028,11110,0.116,0.528,0.219281663516068
Contig44046,16097,0.024,0.173,0.137931034482759
Contig44063,740,0.004,0.062,0.0634920634920635
Contig44063,748,0.001,0.031,0.03125
Contig44063,753,0,0.294,0
Contig44123,18710,0.038,0.382,0.0992167101827676
Contig44123,18719,0.004,0.079,0.05
Contig44140,9599,0,0.146,0
Contig44171,5218,0.073,0.309,0.235483870967742
Contig44222,14360,0.004,0.503,0.00793650793650794
Contig44222,14362,0.004,0.503,0.00793650793650794
Contig44248,19345,0.006,0.373,0.0160427807486631
Contig44248,19346,0,0.001,0
Contig44288,4586,0,0.21,0
Contig44288,4587,0.012,0.202,0.0591133004926108
Contig44288,4595,0.001,0.052,0.0188679245283019
Contig44299,9795,0.24,0.553,0.433212996389892
Contig44299,9804,0.24,0.553,0.433212996389892
Contig44312,6411,0.005,0.089,0.0555555555555556
Contig44342,13286,0,0.044,0
Contig44342,13306,0,0.009,0
Contig44353,6195,0.007,0.457,0.0152838427947598
Contig4437,1781,0.043,0.518,0.0828516377649326
Contig44407,187,0.017,0.132,0.12781954887218
Contig44407,195,0.026,0.351,0.0738636363636364
Contig44407,196,0.026,0.351,0.0738636363636364
Contig44425,22623,0.005,0.069,0.0714285714285714
Contig44432,2346,0.009,0.157,0.0569620253164557
Contig44432,2352,0.006,0.126,0.047244094488189
Contig44457,16875,0.071,0.524,0.135238095238095
Contig44514,4604,0.001,0.026,0.037037037037037
Contig44527,2310,0.002,0.211,0.00943396226415094
Contig44535,2617,0.002,0.243,0.00819672131147541
Contig44547,87,0.012,0.24,0.049792531120332
Contig44549,588,0.168,0.561,0.298932384341637
Contig44600,42069,0.016,0.304,0.0524590163934426
Contig44616,12427,0,0.035,0
Contig44616,12430,0,0.026,0
Contig44616,12432,0,0.026,0
Contig44616,12441,0.077,0.435,0.176605504587156
Contig44624,11783,0.003,0.111,0.0267857142857143
Contig44624,11802,0,0.009,0
Contig44624,11806,0.001,0.03,0.032258064516129
Contig44630,2218,0.001,0.039,0.025
Contig44671,8420,0.001,0.026,0.037037037037037
Contig44771,16841,0.004,0.061,0.0645161290322581
Contig44787,5797,0.011,0.105,0.10377358490566
Contig4479,1997,0,0.005,0
Contig4479,2003,0.001,0.026,0.037037037037037
Contig4479,2008,0.005,0.07,0.0704225352112676
Contig448,21261,0.024,0.335,0.0714285714285714
Contig44816,6673,0.001,0.076,0.012987012987013
Contig44849,8104,0.051,0.348,0.146131805157593
Contig44867,7247,0.001,0.363,0.00274725274725275
Contig44903,15451,0,0.052,0
Contig44903,15452,0,0.001,0
Contig44903,15463,0,0.001,0
Contig44905,10122,0,0.016,0
Contig45018,17945,0.001,0.112,0.00884955752212389
Contig45018,17947,0.003,0.074,0.04
Contig45036,15925,0.003,0.111,0.0267857142857143
Contig45052,2855,0.012,0.142,0.0839160839160839
Contig45052,2856,0.006,0.337,0.0177514792899408
Contig45052,2857,0,0.119,0
Contig45060,2754,0.004,0.202,0.0197044334975369
Contig45078,6674,0.021,0.349,0.06
Contig45149,5529,0.004,0.128,0.0310077519379845
Contig45149,5539,0.024,0.16,0.149068322981366
Contig45149,5541,0.008,0.414,0.0192771084337349
Contig45181,3049,0.003,0.059,0.05
Contig4520,2154,0.187,0.578,0.322970639032815
Contig45201,1122,0,0.235,0
Contig45206,3178,0.064,0.532,0.120075046904315
Contig45217,3933,0,0.196,0
Contig45217,3936,0.002,0.044,0.0444444444444444
Contig45243,9339,0.001,0.037,0.0263157894736842
Contig45243,9342,0,0.367,0
Contig45243,9363,0.006,0.503,0.0119047619047619
Contig45243,9367,0.007,0.482,0.0144927536231884
Contig45282,5887,0,0.009,0
Contig45282,5900,0,0.018,0
Contig45294,5737,0.007,0.318,0.0219435736677116
Contig45306,21663,0.021,0.371,0.0564516129032258
Contig45321,322,0.023,0.457,0.0502183406113537
Contig45321,327,0.023,0.457,0.0502183406113537
Contig453247,847,0.003,0.501,0.00597609561752988
Contig453247,868,0.008,0.311,0.0256410256410256
Contig45331,15987,0,0.018,0
Contig45331,15996,0.014,0.154,0.0903225806451613
Contig45392,2905,0.008,0.121,0.0655737704918033
Contig45395,22447,0.007,0.36,0.0193905817174515
Contig45429,5185,0.008,0.35,0.0227920227920228
Contig45429,5191,0.005,0.074,0.0666666666666667
Contig45439,6245,0,0.03,0
Contig45457,29545,0.034,0.255,0.1328125
Contig45462,16697,0.104,0.539,0.192592592592593
Contig4549,7852,-0.001,0.232,-0.00429184549356223
Contig4549,7853,-0.001,0.229,-0.00434782608695652
Contig4549,7861,0.012,0.126,0.094488188976378
Contig4549,7866,0,0.026,0
Contig45621,2727,0.031,0.383,0.0807291666666667
Contig45651,3975,0,0.021,0
Contig45651,3980,0.011,0.108,0.100917431192661
Contig45658,254,0.02,0.296,0.0673400673400673
Contig45661,10232,0.015,0.123,0.120967741935484
Contig45682,5720,0.04,0.268,0.148698884758364
Contig45682,5731,0.003,0.155,0.0192307692307692
Contig45711,3004,0.073,0.309,0.235483870967742
Contig45711,3017,0.068,0.288,0.235294117647059
Contig45720,7302,0.013,0.426,0.0304449648711944
Contig45720,19826,-0.001,0.317,-0.00314465408805031
Contig45768,20930,0.03,0.305,0.0980392156862745
Contig45768,20932,0,0.009,0
Contig45778,4291,0,0.188,0
Contig45778,4293,0,0.006,0
Contig4578,3369,0.007,0.104,0.0666666666666667
Contig4578,3370,0.001,0.026,0.037037037037037
Contig4578,3379,0.002,0.044,0.0444444444444444
Contig45783,819,0.029,0.509,0.0568627450980392
Contig45845,5538,0.002,0.23,0.00865800865800866
Contig45855,3726,0.071,0.285,0.248251748251748
Contig45866,83,0.013,0.507,0.0255905511811024
Contig45866,86,0.024,0.439,0.0545454545454545
Contig45873,6253,0.003,0.317,0.00943396226415094
Contig45873,6264,0.003,0.317,0.00943396226415094
Contig45876,2151,0,0.175,0
Contig45878,11772,0.006,0.079,0.075
Contig45905,5589,0.137,0.568,0.240773286467487
Contig459203,3589,0,0.036,0
Contig459203,3602,0.037,0.495,0.0745967741935484
Contig459203,3603,0.001,0.03,0.032258064516129
Contig45925,442,0.016,0.22,0.0723981900452489
Contig45925,456,0.016,0.13,0.122137404580153
Contig45927,1187,0.006,0.17,0.0350877192982456
Contig45945,10741,0.006,0.08,0.0740740740740741
Contig45964,5404,0.006,0.494,0.0121212121212121
Contig45972,2453,0,0.009,0
Contig459797,267,0.054,0.277,0.194244604316547
Contig459797,276,0.029,0.178,0.162011173184358
Contig46,17592,0.068,0.288,0.235294117647059
Contig46,52412,0.003,0.125,0.0238095238095238
Contig46018,8548,0,0.023,0
Contig46018,8551,0.076,0.491,0.154471544715447
Contig46018,8556,0.024,0.228,0.104803493449782
Contig46018,8559,0.025,0.232,0.107296137339056
Contig46040,15899,0.003,0.054,0.0545454545454545
Contig46052,17496,0,0.01,0
Contig46062,2568,0,0.088,0
Contig46067,8259,0.012,0.145,0.0821917808219178
Contig46100,30,0.001,0.027,0.0357142857142857
Contig46100,33,0.001,0.054,0.0181818181818182
Contig46100,48,0.028,0.345,0.0809248554913295
Contig46145,82848,0,0.008,0
Contig46145,82850,0,0.497,0
Contig46168,6508,-0.001,0.387,-0.00257731958762887
Contig46168,6522,0.077,0.517,0.148648648648649
Contig46168,6525,-0.001,0.224,-0.00444444444444444
Contig46168,6527,0.021,0.282,0.0742049469964664
Contig46197,8886,0.005,0.198,0.0251256281407035
Contig46199,5675,0.004,0.234,0.0170212765957447
Contig462,15473,0.197,0.558,0.352415026833631
Contig462,15476,0.17,0.557,0.304659498207885
Contig46203,7839,0,0.009,0
Contig46203,7862,0,0.009,0
Contig46220,3922,0.008,0.119,0.0666666666666667
Contig46253,2592,-0.001,0.362,-0.00275482093663912
Contig46253,2593,0.001,0.131,0.00757575757575758
Contig46254,21321,0.083,0.337,0.245562130177515
Contig46254,21323,0.06,0.246,0.242914979757085
Contig46257,19419,0,0.009,0
Contig46257,19420,0.039,0.518,0.0751445086705202
Contig46257,19435,0.004,0.174,0.0228571428571429
Contig46258,1505,0,0.009,0
Contig46263,9897,0.005,0.343,0.0145348837209302
Contig46279,14269,0,0.043,0
Contig46279,14276,0,0.043,0
Contig46279,14284,0.103,0.552,0.18625678119349
Contig46279,14289,0.103,0.552,0.18625678119349
Contig46290,7159,0,0.009,0
Contig463020,477,0,0.017,0
Contig46308,1389,0.014,0.119,0.116666666666667
Contig46309,421,0.041,0.338,0.12094395280236
Contig46309,422,0.108,0.554,0.194594594594595
Contig46324,18200,0,0.009,0
Contig46346,10448,0.127,0.541,0.234317343173432
Contig46355,22886,0.026,0.285,0.0909090909090909
Contig46355,22891,0,0.136,0
Contig46355,22909,0.022,0.149,0.146666666666667
Contig46364,2401,0.006,0.314,0.019047619047619
Contig46372,3522,0,0.247,0
Contig46376,7479,0.141,0.534,0.263551401869159
Contig46376,7481,0,0.026,0
Contig46376,7491,0,0.026,0
Contig46376,7500,0.002,0.044,0.0444444444444444
Contig46392,643,0.035,0.234,0.148936170212766
Contig46392,648,0.002,0.152,0.0130718954248366
Contig46392,649,0.011,0.112,0.0973451327433628
Contig46392,654,0.011,0.106,0.102803738317757
Contig46397,10916,0,0.009,0
Contig46397,10940,0,0.027,0
Contig46473,14915,0.01,0.154,0.0645161290322581
Contig46473,14921,0,0.013,0
Contig46547,3694,0.006,0.367,0.016304347826087
Contig46599,5106,0,0.098,0
Contig46599,5113,-0.001,0.27,-0.003690036900369
Contig46599,5114,0.002,0.496,0.00402414486921529
Contig4670,5627,0.008,0.388,0.0205655526992288
Contig46718,2761,0.02,0.356,0.0560224089635854
Contig46718,2765,0.007,0.083,0.0833333333333333
Contig46718,2769,0.016,0.281,0.0567375886524823
Contig46726,2752,0.014,0.121,0.114754098360656
Contig46726,2763,0.001,0.027,0.0357142857142857
Contig46736,1929,-0.001,0.175,-0.00568181818181818
Contig46746,5910,0.011,0.24,0.045643153526971
Contig46755,5749,0,0.009,0
Contig46793,3807,0.003,0.059,0.05
Contig46799,1258,0.008,0.094,0.0842105263157895
Contig468,34155,0.002,0.241,0.00826446280991736
Contig46837,2515,0.001,0.055,0.0178571428571429
Contig46839,671,0,0.007,0
Contig46839,672,0,0.079,0
Contig46839,675,0,0.007,0
Contig46839,680,0,0.001,0
Contig46845,143,0.002,0.204,0.00975609756097561
Contig46919,14334,0.082,0.477,0.171548117154812
Contig46928,6257,0.001,0.041,0.0238095238095238
Contig46928,6260,0.039,0.395,0.0984848484848485
Contig46957,233,0,0.009,0
Contig46974,9821,0.002,0.042,0.0465116279069767
Contig46974,9822,0.001,0.011,0.0833333333333333
Contig470,32423,0,0.009,0
Contig470,32427,0.077,0.537,0.143122676579926
Contig470007,713,0.008,0.227,0.0350877192982456
Contig47007,26801,0.007,0.104,0.0666666666666667
Contig47007,26807,0.007,0.104,0.0666666666666667
Contig47025,5854,-0.001,0.343,-0.00290697674418605
Contig47025,5862,0.002,0.06,0.0327868852459016
Contig47031,1814,0.042,0.377,0.111111111111111
Contig47038,7651,0.002,0.051,0.0384615384615385
Contig47041,7680,0.108,0.368,0.292682926829268
Contig47057,25585,0,0.04,0
Contig470690,766,0.024,0.254,0.0941176470588235
Contig47114,34050,0,0.166,0
Contig47116,4967,0.02,0.509,0.0392156862745098
Contig47116,4968,0.007,0.102,0.0679611650485437
Contig47140,12962,0.017,0.133,0.126865671641791
Contig47156,1379,0.051,0.509,0.1
Contig47156,8140,0.001,0.035,0.0277777777777778
Contig47156,8144,0.005,0.35,0.0142450142450142
Contig4721,2135,0.004,0.102,0.0388349514563107
Contig4721,2140,0.006,0.079,0.075
Contig47243,3822,0.001,0.057,0.0172413793103448
Contig47243,3826,0.002,0.059,0.0333333333333333
Contig47315,1674,0.016,0.498,0.032064128256513
Contig47315,1677,0.016,0.498,0.032064128256513
Contig47333,15003,0.033,0.425,0.0774647887323944
Contig47334,26938,0.016,0.131,0.121212121212121
Contig4734,4715,0,0.017,0
Contig4734,4730,0.002,0.13,0.0152671755725191
Contig4734,12535,0.004,0.073,0.0540540540540541
Contig47360,1612,0.039,0.462,0.0842332613390929
Contig47360,1619,0.039,0.462,0.0842332613390929
Contig47365,1566,-0.001,0.154,-0.00645161290322581
Contig47365,1578,0,0.009,0
Contig47365,1586,0.027,0.407,0.0661764705882353
Contig47365,1593,0.005,0.176,0.0282485875706215
Contig47378,3264,0.063,0.508,0.1237721021611
Contig474021,12813,0.006,0.249,0.024
Contig47491,1998,0,0.074,0
Contig475,28243,0.001,0.334,0.00298507462686567
Contig4752,1036,0.01,0.162,0.0613496932515337
Contig4752,1062,0.002,0.044,0.0444444444444444
