contig	start	start15	end15	end
Contig27811	3251	4177	8503	9429
Contig27811	27089	27469	29248	29628
Contig24939	5533	6411	10509	11387
Contig5839	682	1288	4119	4725
Contig61023	4456	5276	9104	9924
Contig61023	2907	2991	3388	3472
Contig61023	522	557	723	758
Contig29213	230	2410	12584	14764
Contig112130	2716	2760	2968	3012
Contig26627	145	672	3133	3660
Contig42947	1601	1993	3823	4215
Contig21903	23578	24027	26128	26577
Contig21903	11877	11986	12497	12606
Contig21903	12625	12731	13226	13332
Contig21903	7122	7173	7412	7463
Contig21903	18594	18704	19220	19330
Contig21903	4905	5118	6117	6330
Contig100647	175	421	1571	1817
Contig31058	13174	13582	15490	15898
Contig31058	22708	23948	29738	30978
Contig2884	2585	3252	6367	7034
Contig86828	9704	10138	12169	12603
Contig120130	2771	2808	2985	3022
Contig38389	6839	8435	15887	17483
Contig76970	959	2514	9772	11327
Contig17079	6660	7474	11278	12092
Contig28339	7574	8848	14794	16068
Contig21773	14435	17040	29199	31804
Contig21773	32201	34156	43283	45238
Contig52551	8872	9126	10315	10569
Contig54799	5260	5595	7159	7494
Contig54799	17571	18145	20828	21402
Contig54799	13228	13726	16051	16549
Contig54799	10765	11123	12797	13155
Contig42549	81	1323	7120	8362
Contig42549	8537	9239	12515	13217
Contig84494	1706	1851	2534	2679
Contig84494	2795	3347	5925	6477
Contig7575	3528	3632	4119	4223
Contig65547	1992	2443	4550	5001
Contig3101	10416	11092	14252	14928
Contig282216	137	211	562	636
Contig200157	307	1778	8644	10115
Contig54847	6528	7566	12413	13451
Contig39204	32	384	2031	2383
Contig44138	1495	3250	11442	13197
Contig48738	3237	4707	11568	13038
Contig25784	313	1661	7953	9301
Contig78789	5743	7051	13159	14467
Contig78789	5195	5227	5378	5410
Contig96171	1164	1206	1402	1444
Contig50687	5767	5843	6203	6279
Contig31301	1694	3007	9140	10453
Contig40191	3473	4275	8024	8826
Contig95204	635	1982	8272	9619
Contig67913	591	1016	3000	3425
Contig42591	36236	38299	47932	49995
Contig42591	10722	13721	27719	30718
Contig46755	1177	2981	11403	13207
Contig13956	3814	4331	6749	7266
Contig47564	3590	5470	14244	16124
Contig56728	3064	3963	8160	9059
Contig33419	1617	2555	6934	7872
Contig73997	987	1409	3382	3804
Contig33781	1621	5125	21479	24983
Contig41545	517	1961	8706	10150
Contig41545	10223	11365	16699	17841
Contig125201	5441	5484	5688	5731
Contig125201	5840	5934	6376	6470
Contig178040	41	144	630	733
Contig54129	986	1139	1857	2010
Contig17556	15406	15878	18081	18553
Contig45536	6086	8354	18942	21210
Contig44147	4008	5482	12363	13837
Contig50779	3400	4088	7302	7990
Contig94081	932	1244	2702	3014
Contig161978	1822	1868	2084	2130
Contig56360	185	373	1256	1444
Contig83706	2218	5363	20044	23189
Contig83706	3271	4404	9692	10825
Contig21772	694	1099	2994	3399
Contig81640	746	1373	4300	4927
Contig81640	7574	8353	11994	12773
Contig198542	3917	4468	7043	7594
Contig18981	3893	4586	7823	8516
Contig28157	44319	47000	59513	62194
Contig28157	25051	25767	29113	29829
Contig28157	29663	33705	52569	56611
Contig28157	13769	15231	22060	23522
Contig18746	1393	2814	9449	10870
Contig36354	2393	3924	11070	12601
Contig53854	4541	5213	8353	9025
Contig32722	37761	37825	38128	38192
Contig32722	1367	1855	4136	4624
Contig20090	2585	3105	5533	6053
Contig60061	55	140	541	626
Contig40717	184	3209	17330	20355
Contig4605	809	1023	2024	2238
Contig138353	1019	1308	2662	2951
Contig47568	13641	14122	16370	16851
Contig72661	4916	6995	16703	18782
Contig3260	27	380	2032	2385
Contig78094	9877	10260	12051	12434
Contig63326	261	1149	5297	6185
Contig17367	18140	18269	18874	19003
Contig17367	3354	4428	9440	10514
Contig49335	869	3357	14971	17459
Contig49335	4609	7446	20691	23528
Contig201011	81	502	2470	2891
Contig199	19604	20951	27242	28589
Contig199	2023	2813	6505	7295
Contig199	17829	18076	19229	19476
Contig199	31693	32734	37592	38633
Contig20976	689	781	1214	1306
Contig127843	247	799	3378	3930
Contig18494	1477	4098	16333	18954
Contig26653	1690	2427	5871	6608
Contig75	7031	8518	15460	16947
Contig75	42670	48097	73424	78851
Contig125494	326	1554	7288	8516
Contig125494	520	1611	6707	7798
Contig40023	444	1517	6527	7600
Contig38322	4310	7396	21802	24888
Contig68720	3123	3801	6968	7646
Contig100818	2634	3534	7734	8634
Contig52211	19	368	2003	2352
Contig30113	532	4875	25145	29488
Contig95442	222	480	1687	1945
Contig54119	902	1329	3324	3751
Contig54119	4769	5497	8897	9625
Contig48910	184	1943	10152	11911
Contig48910	7610	9869	20416	22675
Contig48605	367	1099	4517	5249
Contig62209	931	2236	8326	9631
Contig50703	2066	2177	2701	2812
Contig65975	1836	2324	4604	5092
Contig67662	3953	5450	12441	13938
Contig28170	17871	18208	19785	20122
Contig28170	8181	9531	15833	17183
Contig28170	3271	6672	22548	25949
Contig3454	6115	8391	19015	21291
Contig187511	6503	6863	8545	8905
Contig173002	997	1199	2144	2346
Contig48122	749	2178	8851	10280
Contig21057	8462	8601	9250	9389
Contig21057	10756	11215	13361	13820
Contig21057	1164	2366	7979	9181
Contig35001	2035	3915	12694	14574
Contig40299	1055	1852	5573	6370
Contig40299	8628	9268	12256	12896
Contig17055	1996	4201	14492	16697
Contig26601	38493	40272	48576	50355
Contig58490	742	1545	5295	6098
Contig9158	2710	3679	8202	9171
Contig21	22517	26539	45312	49334
Contig35256	453	1989	9159	10695
Contig28085	4950	6640	14532	16222
Contig4979	1091	1529	3573	4011
Contig46575	6749	11147	31677	36075
Contig24130	727	2013	8018	9304
Contig7929	371	1027	4091	4747
Contig44442	1327	1678	3316	3667
Contig43783	4156	5453	11512	12809
Contig48108	6531	8240	16218	17927
Contig48108	31154	31330	32156	32332
Contig48108	18100	19581	26497	27978
Contig48108	4159	4222	4521	4584
Contig48108	5843	5936	6370	6463
Contig81382	4522	4772	5943	6193
Contig70572	4138	4563	6550	6975
Contig120849	2899	3452	6034	6587
Contig19829	5124	7244	17140	19260
Contig2392	9437	10007	12670	13240
Contig29434	11201	11333	11954	12086
Contig89072	668	802	1430	1564
Contig70330	3195	4109	8378	9292
Contig81591	2590	2731	3393	3534
Contig85069	211	295	687	771
Contig34409	1	1729	9798	11526
Contig98510	1688	2275	5017	5604
Contig44998	8296	10367	20033	22104
Contig164632	1951	2321	4051	4421
Contig103146	978	1158	2003	2183
Contig111009	1550	3324	11607	13381
Contig32927	22035	23701	31479	33145
Contig32927	5401	5752	7394	7745
Contig32927	14790	15765	20318	21293
Contig2519	2545	3274	6679	7408
Contig2430	2347	3083	6520	7256
Contig4013	6047	6715	9836	10504
Contig55664	3603	5283	13126	14806
Contig63540	122	709	3453	4040
Contig104367	5585	6632	11519	12566
Contig30478	1101	1416	2889	3204
Contig300443	3268	3719	5825	6276
Contig30020	26579	26784	27745	27950
Contig21479	1387	1631	2771	3015
Contig33395	949	1228	2533	2812
Contig20615	3797	5670	14411	16284
Contig2583	9292	11103	19556	21367
Contig127653	153	240	650	737
Contig48744	12386	12498	13022	13134
Contig90027	6730	7061	8609	8940
Contig189503	2020	2960	7351	8291
Contig84760	2475	3141	6252	6918
Contig84760	7962	8775	12571	13384
Contig70632	12492	12766	14047	14321
Contig31863	6075	6796	10161	10882
Contig31863	319	3337	17427	20445
Contig39311	1762	3198	9903	11339
Contig59476	1192	1832	4822	5462
Contig86214	2856	3024	3812	3980
Contig3459	15742	15848	16349	16455
Contig3459	2552	4515	13681	15644
Contig40815	16597	18303	26267	27973
Contig40815	5627	8479	21792	24644
Contig78757	4230	4831	7638	8239
Contig3441	4772	4932	5681	5841
Contig88734	1795	2860	7836	8901
Contig17480	1754	4801	19023	22070
Contig17480	10618	11392	15004	15778
Contig17480	19198	19833	22798	23433
Contig17480	23535	24090	26680	27235
Contig49758	5022	5439	7390	7807
Contig53440	5608	5733	6322	6447
Contig53440	2125	2327	3273	3475
Contig129940	1097	2136	6990	8029
Contig56599	1734	2517	6171	6954
Contig36690	7780	10672	24171	27063
Contig817	4226	5302	10328	11404
Contig817	13917	14260	15862	16205
Contig134142	7236	7276	7465	7505
Contig4580	2231	2481	3649	3899
Contig9155	683	801	1356	1474
Contig65413	8179	8428	9596	9845
Contig37532	628	1345	4695	5412
Contig37532	5338	6306	10828	11796
Contig35223	504	1402	5595	6493
Contig576494	1298	1330	1484	1516
Contig50652	6705	6844	7493	7632
Contig26642	5662	7766	17586	19690
Contig26642	26272	27817	35028	36573
Contig153699	923	1190	2437	2704
Contig831	116	2104	11382	13370
Contig97383	101	773	3914	4586
Contig110469	2410	2648	3763	4001
Contig47179	3614	4612	9272	10270
Contig43354	1629	1944	3416	3731
Contig89904	2250	2429	3266	3445
Contig17884	864	1850	6457	7443
Contig17884	14337	15305	19828	20796
Contig40061	3280	4238	8713	9671
Contig484	1580	3053	9932	11405
Contig2918	28370	28716	30331	30677
Contig2918	5081	8535	24656	28110
Contig72763	6902	7238	8812	9148
Contig45703	4443	8730	28736	33023
Contig129733	2219	2377	3117	3275
Contig39263	3171	4455	10448	11732
Contig69286	1197	1333	1970	2106
Contig42085	273	631	2307	2665
Contig37712	747	2167	8794	10214
Contig23350	1482	2672	8229	9419
Contig174600	944	1020	1380	1456
Contig18207	1753	3851	13646	15744
Contig52324	839	2277	8994	10432
Contig52324	13545	13837	15203	15495
Contig56738	10017	10475	12613	13071
Contig45292	37	620	3344	3927
Contig17012	40	2457	13739	16156
Contig7282	898	1461	4091	4654
Contig44643	1591	3853	14409	16671
Contig136	1440	4625	19494	22679
Contig136	35262	35949	39160	39847
Contig22684	40786	42120	48349	49683
Contig22684	15924	17111	22654	23841
Contig48439	9844	11877	21370	23403
Contig37083	1421	1623	2571	2773
Contig27245	3291	5332	14859	16900
Contig27245	455	561	1057	1163
Contig52034	689	1059	2788	3158
Contig84006	279	748	2941	3410
Contig128684	10694	11583	15735	16624
Contig127726	3032	3500	5685	6153
Contig85037	75	588	2985	3498
Contig79131	467	942	3164	3639
Contig53439	620	2847	13245	15472
Contig5508	4185	5056	9122	9993
Contig29071	2457	4333	13092	14968
Contig29071	15027	17989	31813	34775
Contig29071	2242	7390	31417	36565
Contig89107	3400	4073	7215	7888
Contig45552	449	3599	18305	21455
Contig88088	8247	8383	9023	9159
Contig26532	835	2059	7773	8997
Contig26532	9046	9175	9780	9909
Contig81740	221	724	3073	3576
Contig151173	3804	3867	4167	4230
Contig191686	5670	6077	7978	8385
Contig19778	26325	26735	28651	29061
Contig19778	8472	10222	18395	20145
Contig19778	2951	3452	5794	6295
Contig21689	3970	4886	9163	10079
Contig21689	10613	10790	11622	11799
Contig44425	7090	10582	26880	30372
Contig23546	22576	22725	23425	23574
Contig23546	1526	4550	18662	21686
Contig23546	12047	13140	18247	19340
Contig23546	21716	21831	22372	22487
Contig59521	524	722	1652	1850
Contig28808	3877	4007	4616	4746
Contig28808	1626	1841	2848	3063
Contig50847	7163	7491	9024	9352
Contig50847	2459	2523	2823	2887
Contig23938	47198	47885	51096	51783
Contig23938	42518	42912	44756	45150
Contig23938	200	1823	9399	11022
Contig39713	2628	3583	8040	8995
Contig63887	990	1528	4039	4577
Contig154539	185	234	463	512
Contig22699	7821	9070	14905	16154
Contig40381	674	956	2275	2557
Contig44371	2446	3435	8054	9043
Contig2486	4544	5632	10714	11802
Contig82271	2228	2702	4920	5394
Contig37994	3742	5679	14720	16657
Contig56534	14519	14802	16129	16412
Contig76950	3739	3833	4273	4367
Contig194386	510	610	1078	1178
Contig13693	18	155	795	932
Contig21485	6972	7034	7328	7390
Contig107716	1676	2764	7844	8932
Contig27427	490	729	1848	2087
Contig21155	4008	4117	4627	4736
Contig21155	27809	29356	36576	38123
Contig21155	5167	7486	18308	20627
Contig21155	12344	13530	19070	20256
Contig21155	20520	21863	28133	29476
Contig21155	471	984	3381	3894
Contig124068	1201	1283	1666	1748
Contig17509	643	1781	7095	8233
Contig17509	26797	27932	33230	34365
Contig36816	14930	15224	16600	16894
Contig36816	12318	12645	14177	14504
Contig50913	11874	12133	13347	13606
Contig50913	1313	2850	10029	11566
Contig1227	1204	4291	18700	21787
Contig16630	4577	4775	5700	5898
Contig71746	7022	7093	7426	7497
Contig41340	758	2889	12834	14965
Contig89029	8488	9001	11399	11912
Contig186481	683	876	1782	1975
Contig5118	229	1221	5854	6846
Contig41085	5819	5990	6793	6964
Contig5157	669	1897	7628	8856
Contig29414	18289	20253	29422	31386
Contig29414	1200	2209	6918	7927
Contig29414	8052	9089	13931	14968
Contig28502	51	1147	6264	7360
Contig67071	1216	1888	5027	5699
Contig26873	5006	6528	13633	15155
Contig2911	3387	4819	11504	12936
Contig27596	9907	11774	20492	22359
Contig426179	4676	4826	5526	5676
Contig95168	2181	2345	3116	3280
Contig81222	4254	4663	6576	6985
Contig59076	863	2079	7760	8976
Contig7523	23	628	3454	4059
Contig2424	17006	17203	18127	18324
Contig2424	25093	25759	28867	29533
Contig59526	3620	4940	11102	12422
Contig61390	506	914	2819	3227
Contig159191	6555	6983	8986	9414
Contig1646	1216	5109	23279	27172
Contig1938	24472	26597	36517	38642
Contig34897	7254	7819	10460	11025
Contig437	8914	9908	14548	15542
Contig104891	41	1691	9392	11042
Contig28734	6266	6416	7117	7267
Contig35232	4206	4454	5613	5861
Contig54135	17959	18134	18954	19129
Contig54135	20380	20555	21377	21552
Contig112806	4033	4342	5787	6096
Contig21427	816	3013	13268	15465
Contig11370	1503	2111	4951	5559
Contig62332	546	1978	8663	10095
Contig63484	12487	12548	12833	12894
Contig63484	12211	12251	12440	12480
Contig66136	304	802	3128	3626
Contig34730	14800	15057	16261	16518
Contig34730	25077	25250	26058	26231
Contig34730	10810	12882	22556	24628
Contig30132	30206	30730	33180	33704
Contig30132	20221	20793	23463	24035
Contig133075	773	812	997	1036
Contig23421	900	963	1260	1323
Contig20963	97	375	1673	1951
Contig75341	1395	2065	5198	5868
Contig571436	309	1187	5290	6168
Contig571436	67	102	267	302
Contig40511	1761	4209	15638	18086
Contig40511	18308	18372	18675	18739
Contig37543	7404	10046	22378	25020
Contig82331	3145	3621	5844	6320
Contig76607	124	169	381	426
Contig86136	129	210	593	674
Contig132438	217	376	1119	1278
Contig132438	1294	1401	1902	2009
Contig40218	3203	3636	5662	6095
Contig40218	50	234	1097	1281
Contig61867	15293	16480	22022	23209
Contig1167	337	4605	24525	28793
Contig1167	5199	5671	7874	8346
Contig43444	185	1013	4882	5710
Contig75842	1022	1325	2743	3046
Contig54265	12531	12998	15179	15646
Contig48696	3669	4237	6891	7459
Contig82208	233	595	2289	2651
Contig47355	3259	3451	4349	4541
Contig47355	4590	4754	5525	5689
Contig53587	17801	18146	19758	20103
Contig33815	22496	24130	31758	33392
Contig10117	2048	3078	7886	8916
Contig26789	1822	2520	5780	6478
Contig208964	879	1145	2389	2655
Contig80915	135	801	3910	4576
Contig48850	1242	1442	2379	2579
Contig43775	87	2448	13472	15833
Contig1374	1562	2837	8792	10067
Contig125691	660	995	2562	2897
Contig125691	2824	3395	6060	6631
Contig26249	111	736	3653	4278
Contig68197	228	1346	6567	7685
Contig81856	91	429	2007	2345
Contig112157	350	521	1325	1496
Contig42502	12251	14646	25828	28223
Contig49013	44	4412	24801	29169
Contig915	1062	4000	17714	20652
Contig30711	727	2114	8591	9978
Contig42195	2017	2578	5197	5758
Contig73606	456	1396	5786	6726
Contig62029	182	1931	10098	11847
Contig62029	181	1613	8302	9734
Contig95074	903	1295	3129	3521
Contig166862	178	230	477	529
Contig33678	4339	4777	6826	7264
Contig52575	2659	3045	4847	5233
Contig106424	1340	2521	8038	9219
Contig53762	1619	2414	6129	6924
Contig120109	5772	5934	6692	6854
Contig52693	698	2947	13445	15694
Contig52693	22378	23012	25974	26608
Contig95197	12095	12273	13105	13283
Contig2528	2483	3704	9404	10625
Contig137366	927	1219	2586	2878
Contig19653	10612	11714	16857	17959
Contig19653	2857	3851	8496	9490
Contig52864	3446	4753	10858	12165
Contig48007	110	777	3894	4561
Contig96446	2351	3932	11312	12893
Contig105086	1691	2436	5914	6659
Contig77211	29255	29578	31090	31413
Contig77211	959	4229	19493	22763
Contig35565	138	272	901	1035
Contig140872	124	1716	9148	10740
Contig43329	2730	3252	5690	6212
Contig144938	3391	3495	3985	4089
Contig118174	820	1445	4367	4992
Contig149081	778	1353	4041	4616
Contig63591	10061	10544	12802	13285
Contig24263	5453	6572	11798	12917
Contig59994	389	1433	6308	7352
Contig162807	45	120	470	545
Contig48409	4186	4405	5433	5652
Contig83421	6581	8200	15756	17375
Contig24442	1712	3268	10531	12087
Contig24442	14436	16843	28082	30489
Contig24442	8955	9757	13505	14307
Contig83078	552	780	1847	2075
Contig68253	9176	9336	10087	10247
Contig68659	13922	14921	19584	20583
Contig96668	3301	3933	6888	7520
Contig49247	312	409	862	959
Contig57496	4318	4367	4601	4650
Contig95598	4624	5759	11057	12192
Contig65137	1468	2257	5944	6733
Contig20399	954	1709	5235	5990
Contig20399	9337	9411	9757	9831
Contig36015	900	1019	1575	1694
Contig6591	828	1176	2800	3148
Contig75968	3160	3426	4673	4939
Contig13706	1482	1630	2323	2471
Contig131114	1084	1277	2180	2373
Contig25526	99	2706	14872	17479
Contig176130	123	313	1204	1394
Contig16356	2595	2877	4199	4481
Contig45427	3667	5578	14497	16408
Contig45427	3658	4113	6241	6696
Contig20961	1321	1702	3483	3864
Contig20961	6003	6081	6449	6527
Contig63177	1560	1927	3646	4013
Contig46766	1467	1993	4451	4977
Contig39484	2073	2813	6267	7007
Contig89194	397	512	1052	1167
Contig16355	923	1153	2229	2459
Contig30084	1280	3455	13610	15785
Contig30084	719	2466	10621	12368
Contig43023	3858	4432	7117	7691
Contig183970	627	1145	3563	4081
Contig132947	544	713	1502	1671
Contig52621	1898	2755	6757	7614
Contig76686	5484	5847	7545	7908
Contig19608	279	804	3255	3780
Contig608394	869	1021	1733	1885
Contig74489	2368	3285	7566	8483
Contig34699	349	449	921	1021
Contig214271	906	1186	2495	2775
Contig85227	4979	5257	6559	6837
Contig146099	57	335	1635	1913
Contig46486	3842	4584	8050	8792
Contig46486	9896	9954	10227	10285
Contig46486	9085	9205	9768	9888
Contig74222	9957	9999	10196	10238
Contig17266	22409	25790	41573	44954
Contig84874	39	279	1403	1643
Contig139022	8105	8492	10301	10688
Contig97564	2664	4084	10716	12136
Contig19595	170	7987	44467	52284
Contig42143	321	892	3562	4133
Contig6412	1027	1694	4808	5475
Contig69258	516	837	2339	2660
Contig189562	2262	2310	2534	2582
Contig41026	260	1990	10064	11794
Contig119912	1277	1734	3873	4330
Contig39255	637	3190	15106	17659
Contig34915	17900	19643	27783	29526
Contig44738	4737	6199	13023	14485
Contig179975	327	384	656	713
Contig23014	725	3489	16389	19153
Contig42732	2721	3184	5350	5813
Contig19871	4814	6297	13222	14705
Contig19871	18774	23424	45125	49775
Contig96802	2967	4133	9579	10745
Contig25605	1642	1817	2634	2809
Contig61028	517	1846	8050	9379
Contig15378	4705	6592	15398	17285
Contig6314	4354	5533	11039	12218
Contig54008	1648	1947	3347	3646
Contig47383	2033	5114	19498	22579
Contig100381	643	717	1066	1140
Contig34097	4082	4691	7533	8142
Contig36890	291	1083	4780	5572
Contig9054	3676	4046	5774	6144
Contig7276	3548	4228	7402	8082
Contig73203	4963	6609	14292	15938
Contig59666	2315	2457	3123	3265
Contig41013	547	2313	10558	12324
Contig87741	20	599	3301	3880
Contig64234	379	2727	13688	16036
Contig136825	1029	1463	3491	3925
Contig45982	6872	7166	8540	8834
Contig139394	2872	2957	3354	3439
Contig41337	7189	8092	12308	13211
Contig41337	1606	1696	2120	2210
Contig41337	5786	5945	6689	6848
Contig7604	989	1163	1976	2150
Contig55195	1189	2035	5987	6833
Contig52218	6639	7306	10422	11089
Contig50834	3145	3598	5717	6170
Contig50834	6966	7545	10253	10832
Contig60503	1586	2113	4578	5105
Contig31756	3122	4903	13216	14997
Contig2514	9301	9846	12391	12936
